1375.4974524064373,-1067.6701523048437,182.3,0,0,-91,1356.73,-1077.3400000000001,181.88,-1868_0,373
1375.4974524064373,-1070.8701523048437,182.3,0,0,-91,1356.73,-1077.3400000000001,181.88,-1868_1,373
1375.4974524064373,-1074.0701523048438,182.3,0,0,-91,1356.73,-1077.3400000000001,181.88,-1868_2,373
1375.4974524064373,-1077.2701523048436,182.3,0,0,-91,1356.73,-1077.3400000000001,181.88,-1868_3,373
1348.71,-1057.2,181.84,0,0,0,1356.73,-1077.3400000000001,181.88,-1871_0,373
1351.91,-1057.2,181.84,0,0,0,1356.73,-1077.3400000000001,181.88,-1871_1,373
1355.11,-1057.2,181.84,0,0,0,1356.73,-1077.3400000000001,181.88,-1871_2,373
1338.0,-1086.48,181.46,0,0,-270,1356.73,-1077.3400000000001,181.88,-1880_0,373
1338.0,-1083.28,181.46,0,0,-270,1356.73,-1077.3400000000001,181.88,-1880_1,373
1338.0,-1080.08,181.46,0,0,-270,1356.73,-1077.3400000000001,181.88,-1880_2,373
1361.5598476951563,-1099.4874524064373,181.95,0,0,-181,1356.73,-1077.3400000000001,181.88,-2001_0,373
1358.3598476951563,-1099.4874524064373,181.95,0,0,-181,1356.73,-1077.3400000000001,181.88,-2001_1,373
